"INTERNAL_ID","VETTING_LEVEL","DESCRIPTION","VETTING_LEVEL_PREDICTION","ALGORITHM_NAME","NAME","GENDER","BIRTH_DATE","BIRTH_COUNTRY","BIRTH_COUNTRY_CODE","OCCUPATION","ADDRESS","SSN","PASSPORT_NUMBER","PASSPORT_COUNTRY","PASSPORT_COUNTRY_CODE","COUNTRIES_VISITED","COUNTRIES_VISITED_COUNT","ARRIVAL_AIRPORT_COUNTRY_CODE","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_IATA","DEPARTURE_AIRPORT_MUNICIPALITY","DEPARTURE_AIRPORT_REGION","UUID","AGE"
"883",100,NA,100,"DECISION_TREE","Holly Jazzy Moyer","F",1970-08-08,"Ghana","GH","Engineer, electrical","484 Cathy Orchard Apt. 229, Stuarts Draft, Virginia 24477","209-51-8593",618202335,"Ghana","GH","EC,ME,UZ",3,"US","CHA","Chattanooga","US-TN","EC","LTX","Latacunga","EC-X","b59a8dd3-99d0-4b7d-8581-7334b7e52db8",46
"884",100,NA,100,"DECISION_TREE","Krista Laur Barker","F",1973-06-02,"Ghana","GH","Consulting civil engineer","5805 Rocha Mountains, Norfolk, Virginia 23541","615-14-0308",25462915,"Ghana","GH","KW,FI,OM",3,"US","LEX","Lexington","US-KY","KW","KWI","Kuwait City","KW-FA","f1ba51ce-2e7f-468a-a1de-477672602b5d",43
"885",100,NA,100,"DECISION_TREE","Errie Mckay","F",1970-06-05,"Ghana","GH","Engineer, aeronautical","81674 Carpenter Villages Suite 360, Canton, Texas 75103","799-64-7653",856309943,"Ghana","GH","ME,QA,BG",3,"US","RIC","Richmond","US-VA","ME","TGD","Podgorica","ME-16","8e38176d-98c6-4c88-8e6c-681b183728b0",46
"886",100,NA,100,"DECISION_TREE","Jennifer Flores","F",1989-08-16,"Ghana","GH","Research scientist (life sciences)","08441 Elizabeth Iss, Lake Luzerne, Newyork 12846","243-89-2657",321151321,"Ghana","GH","PK,IQ,BS,HR,JM,NO,RS,HK,RU",9,"US","JFK","New York","US-NY","PK","ISB","Islamabad","PK-IS","9f751e09-bbfd-4b2c-a23f-d5e57640815d",27
"887",100,NA,100,"DECISION_TREE","Kathleen Lyndy Marshall","F",1976-06-06,"Ghana","GH","Consulting civil engineer","26336 Nicole Crest Apt. 875, Ogdensburg, New York 13669","529-18-7350",978241252,"Ghana","GH","IN,AE,RO,PG,GH",5,"US","OAK","Oakland","US-CA","IN","TRV","Trivandrum","IN-KL","39afa8ed-20ae-4ab3-b802-82960e36adcb",40
"888",100,NA,100,"DECISION_TREE","Cindy Smith","F",1996-08-01,"Ghana","GH","Commercial art gallery manager","4838 Seth Alley, Shady Spring, West Virginia 25981","421-12-4993",726961748,"Ghana","GH","QA,SK,CH,BN",4,"US","SBN","South Bend","US-IN","QA","DOH","Doha","QA-DA","6bbc056f-3e34-49a5-9bac-3dd19e6d5479",20
"889",100,NA,100,"DECISION_TREE","Jannie Marye Smith","F",1997-10-15,"Ghana","GH","Architectural technologist","741 Smith Pines, High Rolls Mountain Park, New Mexico 88325","706-10-3627",539961969,"Ghana","GH","IS,GR,UZ,BZ",4,"US","RST","Rochester","US-MN","IS","KEF","Reykjavík","IS-2","bc67c507-e500-4963-9fb8-fc892b8d8496",19
"890",100,NA,100,"DECISION_TREE","Kelly Yang","F",1979-11-08,"Ghana","GH","Set designer","355 David Xing Apt. 620, Sherman Station, Miane 40777","842-08-8524",708630814,"Ghana","GH","PL,BN,UZ,KR,LK,QA,ES,MX,HU",9,"US","FWA","Fort Wayne","US-IN","PL","KTW","Katowice","PL-SL","83bb383d-3ec4-4c5e-88c5-c1d091faede0",37
"891",100,NA,100,"DECISION_TREE","Betsi Brandi Escobar","F",1973-04-14,"Ghana","GH","Learning disability nurse","6244 Brady Run Apt. 778, Monrovia, California 91016","319-72-0855",263933414,"Ghana","GH","GR,UZ,TN",3,"US","MEM","Memphis","US-TN","GR","SKG","Thessaloniki","GR-54","6f7f62eb-d514-41df-9eb1-7f14048eefbf",43
"892",100,NA,100,"DECISION_TREE","Elizabeth Miller","F",2002-03-05,"Ghana","GH","Hospital pharmacist","812 Joseph Path, Hamlin, Pennsylvania 18427","426-35-4019",232544066,"Ghana","GH","SG,EG,ID,UZ,JP",5,"US","LCK","Columbus","US-OH","SG","SIN","Singapore","SG-04","4e05eaf8-a67d-46db-ac40-e903b773070b",15
"893",100,NA,100,"DECISION_TREE","Teresa Glover","F",2000-12-28,"Ghana","GH","Operational investment banker","37985 Nathan Mt, Constantine, Kentucky 40114","418-66-4491",649847201,"Ghana","GH","IS,RU,RU,HK,PE",5,"US","BOS","Boston","US-MA","IS","KEF","Reykjavík","IS-2","d60496b0-4947-45dd-b023-87bb84b527c7",16
"894",100,NA,100,"DECISION_TREE","Debbie Roberts","F",2000-05-02,"Ghana","GH","Teacher, secondary school","2669 Coleman Crest, Cook, Minnesota 55723","856-21-9082",486537945,"Ghana","GH","UZ,KW,QA,SD,CA,KE",6,"US","LCK","Columbus","US-OH","UZ","TAS","Tashkent","UZ-TO","a6f62244-3144-444f-adb8-199acd46d28a",16
"895",100,NA,100,"DECISION_TREE","Amanda Hendricks","F",1995-10-10,"Ghana","GH","Research scientist (life sciences)","027 Angela Dale Suite 116, Crum, West Virginia 25669","106-69-3171",41645391,"Ghana","GH","ET,RU,IQ,CO",4,"US","PDX","Portland","US-OR","ET","ADD","Addis Ababa","ET-AA","27303cf9-deb6-49ef-a3b7-cc8f91843500",21
"896",100,NA,100,"DECISION_TREE","Sadie Williams","F",1995-02-16,"Ghana","GH","Administrator, sports","555 Frost Pass Ste 931, Puckett, Missisipi 39151","119-86-4095",198382913,"Ghana","GH","AE",1,"US","AVL","Asheville","US-NC","AE","DXB","Dubai","AE-DU","de4c3290-3039-4b54-88ea-a3d24527433a",22
"897",100,NA,100,"DECISION_TREE","Stacy Vargas","F",1997-09-10,"Ghana","GH","Conservator, furniture","42578 Robert Groves, Ferris, Texas 75125","227-46-5662",175161284,"Ghana","GH","QA,GH",2,"US","CHS","Charleston","US-SC","QA","DOH","Doha","QA-DA","8552f807-6398-4219-b521-3ae1a7f37fb1",19
"898",100,NA,100,"DECISION_TREE","Lyz James","F",1992-08-31,"Ghana","GH","Quarry manager","196 Kimberly Rapid Suite 271, Hoosick Falls, New York 12090","594-52-9471",42245094,"Ghana","GH","TW,KR,CK,BS,PE,HK,OM,HU,JP,EE,PG,AM",12,"US","ONT","Ontario","US-CA","TW","KHH","Kaohsiung City","TW-KHH","7da06170-f88b-4497-b3ae-cfae43360f34",24
"899",100,NA,100,"DECISION_TREE","Annette Hill","F",1979-07-04,"Ghana","GH","Buyer, industrial","216 Young Sq, Omeha, Nebraska 61818","028-23-4636",782450763,"Ghana","GH","UZ,SG,TN,NO,TH,LU",6,"US","TUS","Tucson","US-AZ","UZ","TAS","Tashkent","UZ-TO","03907c80-08da-47dc-8163-de56d8d76495",37
"900",100,NA,100,"DECISION_TREE","Katha Roach","F",1993-01-27,"Ghana","GH","Artist","686 Maria Ramp, Whitmire, South Carolina 29178","505-21-2399",456642755,"Ghana","GH","QA",1,"US","AGS","Augusta","US-GA","QA","DOH","Doha","QA-DA","43b22827-b53d-4929-8385-97c904ba8d9e",24
"901",100,NA,100,"DECISION_TREE","Regina Amanda Hunt","F",1984-07-21,"Ghana","GH","Ecologist","3445 Franklin Park, Pe Ell, Washington 98527","642-10-4866",9401414,"Ghana","GH","QA,ZA,BE,MA",4,"US","LGA","New York","US-NY","QA","DOH","Doha","QA-DA","ee4e3931-6073-4cb1-9f1f-8523bedee534",32
"902",100,NA,100,"DECISION_TREE","Bria Leis Perry","F",1972-05-17,"Ghana","GH","Television/film/video producer","554 Collins Uns, Erwinna, Pensylvania 18920","475-15-1070",234759982,"Ghana","GH","AE,QA,FI,PT",4,"US","JLN","Joplin","US-MO","AE","DWC","Jebel Ali","AE-DU","e6f5aeff-26b8-49c6-8945-d8bdc1aea955",44
"903",100,NA,100,"DECISION_TREE","Megan Stewart","F",1994-02-26,"Ghana","GH","Rural practice surveyor","5428 George Dale, Donahue, Iowa 52746","096-51-8932",843240926,"Ghana","GH","UZ,LB",2,"US","SAV","Savannah","US-GA","UZ","TAS","Tashkent","UZ-TO","1cd4488c-3732-49ee-9114-826fb960e965",23
"904",100,NA,100,"DECISION_TREE","Keri Mel Myers","F",1988-09-03,"Ghana","GH","Doctor, hospital","197 Williams Dr Ste 444, Deltona, Floridas 32728","547-06-2320",691663722,"Ghana","GH","IS,ES,BG,OM",4,"US","SBN","South Bend","US-IN","IS","KEF","Reykjavík","IS-2","bea10b1c-86a3-43e6-9e10-47fb216f534d",28
"905",100,NA,100,"DECISION_TREE","Stephanie Errie Ellis","F",1971-03-12,"Ghana","GH","Designer, exhibition/display","5709 Carroll Pike, Port, Oregon 97239","204-61-1650",542450833,"Ghana","GH","RU,IQ,NG",3,"US","SFB","Orlando","US-FL","RU","LED","St. Petersburg","RU-SPE","14213a83-d11b-4a9b-91e3-62b65c92455d",46
"906",100,NA,100,"DECISION_TREE","Emie Franklin","F",1973-07-01,"Ghana","GH","Sales promotion account executive","9536 Pamela Inlet Suite 186, Penitas, Texes 78576","542-77-5925",663965523,"Ghana","GH","CU,FR,LB,CU,SI,OM",6,"US","PBI","West Palm Beach","US-FL","CU","VRA","Varadero","CU-04","46a2a985-4b72-4f16-8fa1-def5c82f374e",43
"907",100,NA,100,"DECISION_TREE","Jessica Maynard","F",1988-04-27,"Ghana","GH","Forensic psychologist","587 Virginia Forest, Calcium, New York 13616","348-51-2535",862559224,"Ghana","GH","AE,DO,KR",3,"US","SAN","San Diego","US-CA","AE","AUH","Abu Dhabi","AE-AZ","fbc82827-2b37-49b0-8fe2-c5a06d686622",28
"908",100,NA,100,"DECISION_TREE","Tina Guzman","F",1970-01-06,"Ghana","GH","Health service manager","509 Matthew Springs Suite 192, Mermentau, Louiseiana 07556","741-65-7155",258407887,"Ghana","GH","OM",1,"US","SLC","Salt Lake City","US-UT","OM","MCT","Muscat","OM-MA","6382ead5-f42e-49ad-a660-3d22eb285179",47
"909",100,NA,100,"DECISION_TREE","Christine Natasha Bryan","F",1972-11-06,"Ghana","GH","Accountant, chartered public finance","398 Patrick Ests, Pilot Mound, Iowa 50223","348-11-7729",567525560,"Ghana","GH","RU,HR",2,"US","FSM","Fort Smith","US-AR","RU","SVX","Yekaterinburg","RU-SVE","480c79d8-8fd8-4eca-8202-a7031dd8808e",44
"910",100,NA,100,"DECISION_TREE","Rebba Patricia Cole","F",1994-09-09,"Ghana","GH","Consulting civil engineer","0241 Anita Stream, Great Neck, New York 11026","437-94-9796",831658228,"Ghana","GH","UA,IE,IL,UZ,DE",5,"US","BWI","Baltimore","US-MD","UA","HRK","Kharkiv","UA-63","7143fc16-375b-4259-9773-0e0ffb554b67",22
"911",100,NA,100,"DECISION_TREE","Kristy Bradford","F",1974-05-14,"Ghana","GH","Nurse, children's","846 Jason Cove, Nashvile, Georgea 31369","013-41-2339",642167100,"Ghana","GH","QA,BH,MA,CY,IL,PH,PE,RS,LK,ES",10,"US","VPS","Valparaiso","US-FL","QA","DOH","Doha","QA-DA","9d4b6c94-eb4a-4fea-8c51-2fb0b49bd9f7",42
"912",100,NA,100,"DECISION_TREE","Brooke Suarez","F",1991-02-18,"Ghana","GH","Geoscientist","320 Smith Courts Suite 988, Brimfield, Illinois 61518","398-22-9582",586708323,"Ghana","GH","VN,RU",2,"US","ORD","Chicago","US-IL","VN","DAD","Da Nang","VN-60","fcc40b9c-2e9b-4e2e-9102-c6a36f12f83f",26
"913",100,NA,100,"DECISION_TREE","Michaela Kelsey Gilbert","F",1995-05-13,"Ghana","GH","Copy","124 Beth Summit, White Plains, Georgia 03678","433-06-0261",530804873,"Ghana","GH","AR,AU,IE,AL,DK,MX,CU,AE,KY,EE",10,"US","MIA","Miami","US-FL","AR","EZE","Buenos Aires","AR-B","763c3881-fba5-4b30-a105-441738a958b2",21
"914",100,NA,100,"DECISION_TREE","Cindy Nixon","F",1989-08-19,"Ghana","GH","Event organiser","77568 Hernandez Spurs Apt. 657, Silver Spring, Pennsylvania 17575","080-62-0940",32744643,"Ghana","GH","QA,AR",2,"US","CHA","Chattanooga","US-TN","QA","DOH","Doha","QA-DA","adb01915-2674-436b-9eaf-ccd82cc763e8",27
"915",100,NA,100,"DECISION_TREE","Shelly Kelsey Mason","F",1993-05-20,"Ghana","GH","Senior tax professional/tax inspector","657 Cody Pne Ste 339, Dorr, Michagin 49323","336-15-0798",94219900,"Ghana","GH","GB,OM",2,"US","DOV","Dover","US-DE","GB","DSA","Doncaster","GB-ENG","ed293669-e894-471a-a6d5-a8e0bc08b6cf",23
"916",100,NA,100,"DECISION_TREE","Ari Curtis","F",1995-11-19,"Ghana","GH","Operational investment banker","950 James Mtwy, Ellicott City, Marryland 12042","134-91-1296",536053129,"Ghana","GH","ME,RU,HK,SK,KE",5,"US","RSW","Fort Myers","US-FL","ME","TGD","Podgorica","ME-16","a207d51b-f678-42f8-9a5b-6f3ce37fb68c",21
"917",100,NA,100,"DECISION_TREE","Pamela Caldwell","F",1994-10-11,"Ghana","GH","Architectural technologist","0015 Moyer Isle, Sterling Heights, Michigan 48131","047-75-2804",415309541,"Ghana","GH","CO,OM,MY,MY",4,"US","PWM","Portland","US-ME","CO","BOG","Bogota","CO-CUN","b9a5b31b-3737-4461-a843-66205c1ba246",22
"918",100,NA,100,"DECISION_TREE","Amy Kent","F",1974-02-19,"Ghana","GH","Environmental education officer","03532 Allen Views Apt. 755, Shelburn, Indiana 47897","624-61-3862",393775517,"Ghana","GH","LY,RU,LY,HK",4,"US","BGR","Bangor","US-ME","LY","TIP","Tripoli","LY-TB","478c19cf-803c-4110-86af-29ca87b3bd85",43
"919",100,NA,100,"DECISION_TREE","Becky Jones","F",1993-02-02,"Ghana","GH","Research scientist (life sciences)","4194 Johnny Mountains, Hewitt, Wisconsin 54441","126-11-2999",294304583,"Ghana","GH","ME,OM",2,"US","PDX","Portland","US-OR","ME","TGD","Podgorica","ME-16","9bbc2fed-7609-4fd5-86ab-f3ef34687658",24
"920",100,NA,100,"DECISION_TREE","Elizabeth Peters","F",1976-04-11,"Ghana","GH","Technical author","8401 Brandon Point, Tomales, California 94917","028-69-5300",943535947,"Ghana","GH","QA,SG",2,"US","SEA","Seattle","US-WA","QA","DOH","Doha","QA-DA","d05c8c8e-13a5-45b8-ad53-e24df03c958e",40
"921",100,NA,100,"DECISION_TREE","Susan Ashlee Parker","F",1991-08-27,"Ghana","GH","Art therapist","6885 Davenport Forest, Sunspot, New Mexico 88349","407-97-4927",172373151,"Ghana","GH","DO,FR,AE,KH",4,"US","SAN","San Diego","US-CA","DO","PUJ","Punta Cana","DO-11","d2ff56da-346b-42bc-99b8-2b691d623e70",25
"922",100,NA,100,"DECISION_TREE","Carrie Copeland","F",1972-07-14,"Ghana","GH","Teaching laboratory technician","67342 Cooper Greens, Goldsmith, None 46045","182-16-4758",510082632,"Ghana","GH","NZ,QA,KR,AR,BY",5,"US","SGF","Springfield","US-MO","NZ","WLG","Wellington","NZ-WGN","832f20c1-d4a8-44f0-a8cf-bfe2e2a731f2",44
"923",100,NA,100,"DECISION_TREE","Natalie Wright","F",1976-04-10,"Ghana","GH","English as a second language teacher","4656 Buchanan Wl Ste 009, Baldwin, Ndak 58521","882-17-6931",875797842,"Ghana","GH","RU,AU,IE,ET,LB",5,"US","HTS","Huntington","US-WV","RU","UFA","Ufa","RU-BA","6a159614-8738-40d3-9dbe-156cfd02438d",40
"924",100,NA,100,"DECISION_TREE","Tina Evans","F",1975-02-25,"Ghana","GH","Production assistant, television","041 Matthew Pnes Apt. 951, Aripeka, Flordia 36479","204-81-4811",215098087,"Ghana","GH","BG,RU,SI,EC",4,"US","ORF","Norfolk","US-VA","BG","VAR","Varna","BG-03","0e3165ac-d5d1-4acb-be93-bd53c07a2a21",42
"925",100,NA,100,"DECISION_TREE","Carrie Amanni Cunningham","F",1978-08-14,"Ghana","GH","Teacher, special educational needs","1098 Serrano Avenue, Saugerties, Newyork 21415","118-20-0786",874327041,"Ghana","GH","KY,NO,AE,CK,SG,TW,AE,IQ,CA,BG,CK,LY",12,"US","LBB","Lubbock","US-TX","KY","GCM","Georgetown","KY-U-A","c30e2752-7455-4834-9dbd-eb62db0caabc",38
"926",100,NA,100,"DECISION_TREE","Cheree Caldwell","F",1985-11-16,"Ghana","GH","Education officer, community","19911 Lowe Cliff Suite 560, West Concord, Minnesota 55985","463-41-2062",909541913,"Ghana","GH","QA,KW,KW,RS",4,"US","BFI","Seattle","US-WA","QA","DOH","Doha","QA-DA","910c1ac8-9e46-4f69-9ae2-43b20d1195b3",31
"927",100,NA,100,"DECISION_TREE","Kim Mclean","F",1972-12-13,"Ghana","GH","Conservation officer, nature","4314 Jim Rd Apt. 800, Houlton, Maine 04370","789-02-0220",362617932,"Ghana","GH","JM,QA",2,"US","CAE","Columbia","US-SC","JM","KIN","Kingston","JM-01","5a412c10-77e2-412f-89fa-cbed2b4cb6c5",44
"928",100,NA,20,"DECISION_TREE","Carla Gonzalez","F",1983-04-25,"Ghana","GH","Landscape architect","15578 Ortiz Lk, Louisvile, Kentucy 40628","563-60-9905",137471309,"Ghana","GH","LK,HU,KR,PL,IE,PL,UZ",7,"US","LGA","New York","US-NY","LK","HRI",NA,"LK-3","9f3dfbab-1ea1-4c94-87e2-9fd286cf2695",33
"929",30,NA,20,"DECISION_TREE","Brend Courtney Robbins","F",1998-09-24,"Ghana","GH","Publishing rights manager","0437 Carroll Junction, Randolph, Minesota 55065","270-72-5931",900644190,"Ghana","GH","AE,HR,TW,GR",4,"US","RSW","Fort Myers","US-FL","AE","DWC","Jebel Ali","AE-DU","9a992f72-cdcf-47c3-842a-774a94305a30",18
"930",10,NA,20,"DECISION_TREE","Alisha Stewart","F",2000-02-11,"Pakistan","PK","Higher education careers adviser","4321 Jerry Creek Suite 065, Ganado, Texes 77962","573-29-7409",244295832,"Pakistan","PK","JM,QA,ET",3,"US","MOB","Mobile","US-AL","JM","KIN","Kingston","JM-01","f43c4267-5b52-4525-8417-630035a2610d",17
"931",100,NA,20,"DECISION_TREE","Lins Martinez","F",1984-12-15,"Ghana","GH","Customer service manager","6349 Long Greens, Pacifica, California 94044","493-87-2766",199158547,"Ghana","GH","QA,CL,IR,SI,BH",5,"US","HOU","Houston","US-TX","QA","DOH","Doha","QA-DA","60377986-3426-456e-92dc-9bbefe4785cc",32
"932",100,NA,20,"DECISION_TREE","Wendy Hayley Smith","F",1992-02-07,"Ghana","GH","Engineer, agricultural","1819 Mark Spring Suite 313, Milford, New York 13807","415-49-8044",427163161,"Ghana","GH","CA,AM,SE,BE,CN,AE",6,"US","TOL","Toledo","US-OH","CA","YHZ","Halifax","CA-NS","6f4cf7ff-9b4c-445c-9b05-abd1fd34605b",25
"933",100,NA,100,"DECISION_TREE","Marye Smith","F",1987-06-22,"Ghana","GH","Naval architect","7823 Schmidt Estates, Energy, Illinois 62933","696-07-2472",936947766,"Ghana","GH","RU,BE,PH",3,"US","LGA","New York","US-NY","RU","VKO","Moscow","RU-MOS","abb86113-2798-47a5-8985-5435ba7e8014",29
"934",100,NA,100,"DECISION_TREE","Mary Reed","F",1976-09-04,"Ghana","GH","Clothing/textile technologist","944 Cynthia Fry, Dallas, Texes 75224","852-15-0016",699893069,"Ghana","GH","PG,IS,IQ,QA,QA",5,"US","MLU","Monroe","US-LA","PG","POM","Port Moresby","PG-NCD","71ea6f57-4439-489c-b25b-df4c7ab23bd7",40
"935",100,NA,100,"DECISION_TREE","Lisa Katherine Henry","F",1986-11-29,"Ghana","GH","Sales professional, IT","5270 Nicholas Roads, Lafayette, Louisiana 70501","711-63-8140",746683866,"Ghana","GH","AE,AM",2,"US","BLV","Belleville","US-IL","AE","AUH","Abu Dhabi","AE-AZ","62916527-a563-491e-931a-5cda090655d2",30
"936",100,NA,100,"DECISION_TREE","Sandra Flynn","F",1989-05-14,"Ghana","GH","Scientist, research (maths)","493 Steven Skwy, Fort Lauderdale, Floryda 33331","819-11-6658",441281205,"Ghana","GH","GH,ME,ID,NG,QA,SD",6,"US","SDF","Louisville","US-KY","GH","ACC","Accra","GH-AA","0ffa57ef-f6d7-48ff-94e3-777e47429c1e",27
"937",100,NA,100,"DECISION_TREE","Stephie Burns","F",1992-02-19,"Ghana","GH","Occupational hygienist","33348 Emma Gdn, Clifford, None 24533","584-78-0030",333739969,"Ghana","GH","TW,LV,OM",3,"US","END","Enid","US-OK","TW","KHH","Kaohsiung City","TW-KHH","6f06ee8f-9df2-4de2-9af0-77bb3d998e77",25
"938",100,NA,100,"DECISION_TREE","Rebecca Stone","F",1971-04-13,"Ghana","GH","Public relations officer","29282 Madison Ports Apt. 468, Clinton, Ohio 44216","813-97-2775",759138569,"Ghana","GH","PA,HK,OM,KZ,PL",5,"US","CLT","Charlotte","US-NC","PA","PTY","Tocumen","PA-8","e9e5187b-e918-4685-b9bc-2bcdd6327e57",45
"939",100,NA,100,"DECISION_TREE","Chelle Bell","F",1988-10-04,"Ghana","GH","Nurse, mental health","91021 Kaylee Summit, Hop Bottom, Pennsylvania 18824","165-38-2439",112255153,"Ghana","GH","RU,GH,SN,HK,CK,ET",6,"US","LGA","New York","US-NY","RU","AER","Sochi","RU-KDA","e681b1e3-c0bd-4ec0-975f-288acbd38504",28
"940",100,NA,100,"DECISION_TREE","Dawn Amanda Anderson","F",1990-02-08,"Ghana","GH","Artist","826 King Flts, Edinburg, Texis 78359","653-33-7573",776520971,"Ghana","GH","UZ,BY,PE,AE,TR,CY,DK,SA",8,"US","MIA","Miami","US-FL","UZ","TAS","Tashkent","UZ-TO","8ceefda4-89ac-45e5-97b3-bfb7ed912f3c",27
"941",100,NA,100,"DECISION_TREE","Susan Anna Barrett","F",1971-06-01,"Ghana","GH","Environmental health practitioner","605 Hines Prt Apt. 899, Sunyvale, Califronia 90491","457-97-6395",219695570,"Ghana","GH","HK,JM,TR,BR,QA",5,"US","FFO","Dayton","US-OH","HK","HKG","Hong Kong","HK-U-A","7437ad5b-60cb-46f2-81b9-c50bf3985d0b",45
"942",100,NA,100,"DECISION_TREE","Shelly Christina Adams","F",1976-09-29,"Ghana","GH","Psychologist, forensic","90718 Maddox Mtwy Ste 436, Hebbronville, Texas 78361","220-91-0018",32662629,"Ghana","GH","AE,QA,BR,IS",4,"US","MIA","Miami","US-FL","AE","DXB","Dubai","AE-DU","ef69cbca-ac13-48f6-a209-85cdbbf075fc",40
"943",100,NA,100,"DECISION_TREE","Diana Amey Cruz","F",1972-11-13,"Ghana","GH","Engineer, production","46826 Tammy Roads, Seneca, Kansas 66538","411-25-0107",71213976,"Ghana","GH","KZ,QA,AZ",3,"US","ERI","Erie","US-PA","KZ","TSE","Astana","KZ-AKM","e3441770-8220-4ce3-b311-db1e5d7bd3a1",44
"944",100,NA,100,"DECISION_TREE","Lis Whitney Bender","F",1985-04-27,"Ghana","GH","Geoscientist","2010 Greene Spurs, Dayton, Ohio 45434","648-58-2927",254856786,"Ghana","GH","QA,NO,SD,BY",4,"US","CLT","Charlotte","US-NC","QA","DOH","Doha","QA-DA","7bf23921-b313-42ff-9871-a6c710c3ac92",31
"945",100,NA,100,"DECISION_TREE","Paige Jackson","F",1981-02-14,"Ghana","GH","Automotive engineer","6814 Amber Sqs, Mequon, None 53097","436-92-3783",281609304,"Ghana","GH","JO,CL,KR,OM,AT,IE,LY",7,"US","MLU","Monroe","US-LA","JO","AMM","Amman","JO-AM","f2090dab-d9ab-4005-a512-2b0d41fe0c79",36
"946",100,NA,100,"DECISION_TREE","Kristine Duarte","F",1970-07-19,"Ghana","GH","Records manager","799 Perry Mission Suite 240, Gilmer, West Virgnia 26350","411-34-6321",734071538,"Ghana","GH","GR,JM,OM,TN,OM",5,"US","CAE","Columbia","US-SC","GR","HER","Heraklion","GR-91","88960e1c-65f5-4e60-8886-c206726cb990",46
"947",100,NA,100,"DECISION_TREE","Nancy Dinnie James","F",1984-04-05,"Ghana","GH","Designer, exhibition/display","280 Erica Meadows, Troy Grove, Illinois 61372","485-14-0903",590546760,"Ghana","GH","CU,RU,LB",3,"US","CBM","Columbus","US-MS","CU","HAV","Havana","CU-03","924ff39e-5d2b-4454-ad77-825ab10565b0",32
"948",100,NA,100,"DECISION_TREE","Jessica Judith Johnson","F",1988-01-08,"Ghana","GH","Buyer, industrial","84952 Cory Court, Grinnell, Iowa 50112","508-79-5727",987713468,"Ghana","GH","OM,RU,BY",3,"US","ROA","Roanoke","US-VA","OM","JNJ","Duqm","OM-WU","547793a7-858c-4a87-8531-a04e0c1729ba",29
"949",100,NA,100,"DECISION_TREE","Yvette Theresa Jenkins","F",1978-09-21,"Ghana","GH","TEFL teacher","67315 Johnson Mews Apt. 958, Pensacola, Florida 32508","797-34-9756",628734927,"Ghana","GH","FR,AR,AE",3,"US","WRB","Warner Robins","US-GA","FR","MRS","Marseille","FR-U","b15880a0-cc63-48b1-95df-9c25ec4c7f44",38
"950",100,NA,100,"DECISION_TREE","Lindy Sandra King","F",1989-11-13,"Ghana","GH","Psychologist, occupational","622 Eric Burg, Morrow, Louisiana 71356","623-72-8009",621504810,"Ghana","GH","RU,UY,HK",3,"US","DFW","Dallas-Fort Worth","US-TX","RU","GRV","Grozny","RU-CE","48193af8-f7dd-4563-b84e-8b01066f524f",27
"951",100,NA,100,"DECISION_TREE","Elizabeth Neal","F",1989-12-11,"Ghana","GH","Art therapist","7089 Jack Trail, Una, South Carolina 29378","110-49-5985",803302243,"Ghana","GH","RU",1,"US","FLL","Fort Lauderdale","US-FL","RU","AER","Sochi","RU-KDA","386ce9f3-06b3-4911-9870-d59ebca4c44c",27
"952",100,NA,100,"DECISION_TREE","Elizabeth Odom","F",1985-02-01,"Ghana","GH","Licensed conveyancer","9161 Amanda Heights Suite 065, Washington, Missouri 63090","592-23-8151",247179639,"Ghana","GH","NL,LU,SI,QA,GR",5,"US","BHM","Birmingham","US-AL","NL","MST","Maastricht","NL-LI","6c30fbe2-1d7f-47e1-9db3-38796db9f0f6",32
"953",100,NA,100,"DECISION_TREE","Rachel Mason","F",1975-01-14,"Ghana","GH","Wellsite geologist","854 Mark Orchard Suite 368, Middlesex, North Caroleina 27557","286-44-6191",729274909,"Ghana","GH","RU,AM,SI,QA",4,"US","SPS","Wichita Falls","US-TX","RU","KJA","Krasnoyarsk","RU-KYA","3e1ad799-2ec7-4175-94f0-639b7adf906c",42
"954",100,NA,100,"DECISION_TREE","Lauren Carla Harvey","F",1983-03-20,"Ghana","GH","Patent attorney","00238 Cabrera Sq, Wrightwood, Califronia 92397","490-09-9378",684805769,"Ghana","GH","KE,QA",2,"US","MSN","Madison","US-WI","KE","NBO","Nairobi","KE-110","1aba3769-332c-47fd-98d8-5009b690b2c8",33
"955",100,NA,100,"DECISION_TREE","Laur Judy White","F",1988-10-15,"Ghana","GH","Engineering geologist","02820 Hart Ville, Holland, Missouri 63853","192-44-4972",959590091,"Ghana","GH","ME,PE,UZ,UA",4,"US","GSP","Greenville","US-SC","ME","TGD","Podgorica","ME-16","71978b73-369c-4550-97fc-4f4d3edd0c7f",28
"956",100,NA,100,"DECISION_TREE","Michaela Smith","F",1970-07-16,"Ghana","GH","Training and development officer","285 Dorothy Motorway, Abbotsford, Wisconsin 54405","222-41-2811",302110489,"Ghana","GH","UZ",1,"US","ROA","Roanoke","US-VA","UZ","TAS","Tashkent","UZ-TO","a43bebc7-936e-4138-9774-5e88ad401d88",46
